id,especie,ultima_modificacion,altura,circ_tronco_cm,diametro_tronco,long,lat,seccion,nombre_seccion,area_seccion,inclinacion_peligrosa,circ_tronco_cm_cat
39110,Fresno europeo,23/12/2010 09:50,Medio (4 - 8 mts),70,Grande,-68.8539048492,-32.8706929337,6,Residencial Norte,2694682.37982,si,medio
39111,Morera,16/01/2012 13:13,Medio (4 - 8 mts),100,Grande,-68.8530643984,-32.8724245551,6,Residencial Norte,2694682.37982,si,medio
39112,Fresno europeo,16/01/2012 13:10,Medio (4 - 8 mts),120,Grande,-68.8530365741,-32.8723857495,6,Residencial Norte,2694682.37982,no,medio
39113,Morera,16/01/2012 13:02,Medio (4 - 8 mts),130,Grande,-68.8529717604,-32.8722288687,6,Residencial Norte,2694682.37982,no,alto
39116,Fresno europeo,16/01/2012 12:50,Muy bajo (1 - 2 mts),2,Chico,-68.8528836109,-32.8720329171,6,Residencial Norte,2694682.37982,no,bajo
39117,Morera,16/01/2012 12:48,Bajo (2 - 4 mts),80,Grande,-68.852857324,-32.8719691364,6,Residencial Norte,2694682.37982,no,medio
39121,Fresno europeo,15/01/2012 19:57,Muy bajo (1 - 2 mts),3,Chico,-68.8530088531,-32.8718310848,6,Residencial Norte,2694682.37982,no,bajo
39123,Fresno europeo,15/01/2012 19:51,Muy bajo (1 - 2 mts),3,Chico,-68.8531477707,-32.8718067823,6,Residencial Norte,2694682.37982,no,bajo
39124,Morera,15/01/2012 19:50,Medio (4 - 8 mts),140,Grande,-68.8532186601,-32.8717969685,6,Residencial Norte,2694682.37982,si,alto
39128,Paraiso,15/01/2012 19:31,Bajo (2 - 4 mts),38,Mediano,-68.8534810626,-32.871744986,6,Residencial Norte,2694682.37982,no,bajo
39129,Morera,15/01/2012 19:29,Medio (4 - 8 mts),140,Grande,-68.8535664641,-32.8717282243,6,Residencial Norte,2694682.37982,si,alto
39130,Fresno europeo,15/01/2012 19:25,Muy bajo (1 - 2 mts),2,Chico,-68.8536812674,-32.8717116439,6,Residencial Norte,2694682.37982,no,bajo
39131,Morera,15/01/2012 19:23,Medio (4 - 8 mts),124,Grande,-68.8537322502,-32.8717012213,6,Residencial Norte,2694682.37982,no,medio
39133,Fresno europeo,15/01/2012 19:09,Muy bajo (1 - 2 mts),2,Chico,-68.8538622009,-32.8716760176,6,Residencial Norte,2694682.37982,no,bajo
39135,Fresno europeo,15/01/2012 19:02,Bajo (2 - 4 mts),36,Mediano,-68.8540628375,-32.8716971549,6,Residencial Norte,2694682.37982,no,bajo
39137,Fresno europeo,15/01/2012 10:52,Bajo (2 - 4 mts),36,Mediano,-68.8540870669,-32.8718433478,6,Residencial Norte,2694682.37982,no,bajo
39139,Fresno europeo,15/01/2012 10:45,Bajo (2 - 4 mts),64,Grande,-68.8541044884,-32.8719709578,6,Residencial Norte,2694682.37982,no,medio
39140,Fresno europeo,15/01/2012 10:43,Bajo (2 - 4 mts),80,Grande,-68.8541170958,-32.8720367962,6,Residencial Norte,2694682.37982,no,medio
39141,Fresno europeo,15/01/2012 10:42,Bajo (2 - 4 mts),40,Mediano,-68.8541272534,-32.872097943,6,Residencial Norte,2694682.37982,no,bajo
39144,Fresno europeo,15/01/2012 10:31,Bajo (2 - 4 mts),60,Mediano,-68.8541064636,-32.8722654535,6,Residencial Norte,2694682.37982,no,bajo
39145,Fresno europeo,15/01/2012 10:28,Bajo (2 - 4 mts),40,Mediano,-68.8540327049,-32.8722844834,6,Residencial Norte,2694682.37982,no,bajo
39147,Fresno europeo,15/01/2012 10:24,Bajo (2 - 4 mts),60,Mediano,-68.8538723843,-32.872310806,6,Residencial Norte,2694682.37982,no,bajo
39150,Fresno europeo,15/01/2012 10:17,Alto (> 8 mts),70,Grande,-68.8536844899,-32.8723407931,6,Residencial Norte,2694682.37982,no,medio
39151,Fresno europeo,14/01/2012 18:29,Medio (4 - 8 mts),80,Grande,-68.8536369289,-32.8723481314,6,Residencial Norte,2694682.37982,no,medio
39152,Fresno europeo,14/01/2012 18:28,Alto (> 8 mts),160,Grande,-68.8534645288,-32.8723775051,6,Residencial Norte,2694682.37982,no,alto
39154,Fresno europeo,14/01/2012 18:15,Medio (4 - 8 mts),110,Grande,-68.8533103594,-32.8724064086,6,Residencial Norte,2694682.37982,no,medio
39156,Fresno europeo,14/01/2012 18:12,Bajo (2 - 4 mts),80,Grande,-68.8532004053,-32.872433912,6,Residencial Norte,2694682.37982,si,medio
39159,Fresno europeo,25/11/2010 12:15,Medio (4 - 8 mts),60,Mediano,-68.8533756268,-32.8731573664,6,Residencial Norte,2694682.37982,no,bajo
39160,Morera,24/11/2010 12:34,Medio (4 - 8 mts),85,Grande,-68.8533457029,-32.8730955653,6,Residencial Norte,2694682.37982,no,medio
39164,Prunas,24/11/2010 12:40,Muy bajo (1 - 2 mts),30,Mediano,-68.8532388269,-32.8728503595,6,Residencial Norte,2694682.37982,no,bajo
39165,Morera,24/11/2010 13:09,Alto (> 8 mts),150,Grande,-68.8532084922,-32.8727786392,6,Residencial Norte,2694682.37982,no,alto
39169,Fresno europeo,25/11/2010 12:38,Alto (> 8 mts),98,Grande,-68.8531837776,-32.8725385792,6,Residencial Norte,2694682.37982,no,medio
39170,Fresno europeo,25/11/2010 12:35,Bajo (2 - 4 mts),50,Mediano,-68.8532613805,-32.8725213577,6,Residencial Norte,2694682.37982,no,bajo
39171,Fresno europeo,25/11/2010 12:33,Alto (> 8 mts),85,Grande,-68.8533359932,-32.8725030507,6,Residencial Norte,2694682.37982,no,medio
39173,Fresno europeo,25/11/2010 12:20,Alto (> 8 mts),180,Grande,-68.853594217,-32.8724606128,6,Residencial Norte,2694682.37982,no,alto
39174,Fresno europeo,25/11/2010 11:57,Medio (4 - 8 mts),70,Grande,-68.8541496732,-32.8723706414,6,Residencial Norte,2694682.37982,no,medio
39176,Fresno europeo,25/11/2010 11:50,Medio (4 - 8 mts),70,Grande,-68.8541877961,-32.872450035,6,Residencial Norte,2694682.37982,no,medio
39177,Paraiso,25/11/2010 11:49,Muy bajo (1 - 2 mts),10,Chico,-68.8541994075,-32.8725369718,6,Residencial Norte,2694682.37982,no,bajo
39178,Fresno europeo,25/11/2010 11:43,Alto (> 8 mts),90,Grande,-68.8542065968,-32.8725837781,6,Residencial Norte,2694682.37982,no,medio
39183,Fresno europeo,25/11/2010 09:23,Muy bajo (1 - 2 mts),25,Mediano,-68.8542713099,-32.8729343421,6,Residencial Norte,2694682.37982,no,bajo
39188,Morera,25/11/2010 09:07,Alto (> 8 mts),180,Grande,-68.8539848778,-32.8731060513,6,Residencial Norte,2694682.37982,no,alto
39191,Morera,25/11/2010 09:02,Alto (> 8 mts),170,Grande,-68.8536519294,-32.8731685103,6,Residencial Norte,2694682.37982,no,alto
39192,Morera,25/11/2010 09:01,Alto (> 8 mts),160,Grande,-68.8535742238,-32.8731829367,6,Residencial Norte,2694682.37982,no,alto
39193,Morera,25/11/2010 09:00,Medio (4 - 8 mts),45,Mediano,-68.8535001629,-32.8731902438,6,Residencial Norte,2694682.37982,no,bajo
39194,Fresno europeo,25/11/2010 13:52,Medio (4 - 8 mts),70,Grande,-68.8543871892,-32.8729682906,6,Residencial Norte,2694682.37982,no,medio
39195,Fresno europeo,25/11/2010 13:49,Alto (> 8 mts),80,Grande,-68.8543799174,-32.872906516,6,Residencial Norte,2694682.37982,no,medio
39196,Fresno europeo,25/11/2010 13:43,Medio (4 - 8 mts),50,Mediano,-68.8543647602,-32.8728314774,6,Residencial Norte,2694682.37982,no,bajo
39199,Fresno europeo,25/11/2010 13:20,Medio (4 - 8 mts),80,Grande,-68.854320251,-32.8725406292,6,Residencial Norte,2694682.37982,no,medio
39200,Perenne,25/11/2010 13:19,Bajo (2 - 4 mts),30,Mediano,-68.8543113479,-32.8724963457,6,Residencial Norte,2694682.37982,no,bajo
39201,Fresno europeo,25/11/2010 13:17,Medio (4 - 8 mts),70,Grande,-68.8543059755,-32.8723838982,6,Residencial Norte,2694682.37982,no,medio
39203,Fresno europeo,26/11/2010 11:54,Alto (> 8 mts),180,Grande,-68.8544825209,-32.87230232,6,Residencial Norte,2694682.37982,no,alto
39204,Fresno europeo,26/11/2010 11:50,Muy bajo (1 - 2 mts),4,Chico,-68.8546003129,-32.8722860642,6,Residencial Norte,2694682.37982,no,bajo
39205,Fresno europeo,26/11/2010 11:49,Bajo (2 - 4 mts),60,Mediano,-68.8546576963,-32.872273756,6,Residencial Norte,2694682.37982,no,bajo
39206,Fresno europeo,26/11/2010 11:47,Medio (4 - 8 mts),100,Grande,-68.8546938241,-32.8722670389,6,Residencial Norte,2694682.37982,no,medio
39208,Fresno europeo,26/11/2010 11:44,Muy bajo (1 - 2 mts),5,Chico,-68.8548151462,-32.8722430477,6,Residencial Norte,2694682.37982,no,bajo
39209,Fresno europeo,26/11/2010 11:42,Medio (4 - 8 mts),70,Grande,-68.8549450063,-32.8722172863,6,Residencial Norte,2694682.37982,no,medio
39210,Fresno europeo,26/11/2010 11:41,Alto (> 8 mts),90,Grande,-68.8550093395,-32.8722120409,6,Residencial Norte,2694682.37982,no,medio
39213,Morera,26/11/2010 10:01,Alto (> 8 mts),185,Grande,-68.8551421053,-32.8724954647,6,Residencial Norte,2694682.37982,no,alto
39216,Morera,26/11/2010 09:51,Alto (> 8 mts),80,Grande,-68.8552004059,-32.8727281215,6,Residencial Norte,2694682.37982,si,medio
39220,Morera,26/11/2010 09:32,Alto (> 8 mts),160,Grande,-68.8551111148,-32.8729023156,6,Residencial Norte,2694682.37982,no,alto
39221,Morera,26/11/2010 09:30,Alto (> 8 mts),120,Grande,-68.8550008158,-32.8729191397,6,Residencial Norte,2694682.37982,no,medio
39222,Morera,26/11/2010 09:24,Alto (> 8 mts),70,Grande,-68.8548999116,-32.8729409338,6,Residencial Norte,2694682.37982,no,medio
39225,Morera,25/11/2010 13:54,Alto (> 8 mts),90,Grande,-68.8545772406,-32.8729922262,6,Residencial Norte,2694682.37982,no,medio
39227,Morera,25/11/2010 13:53,Alto (> 8 mts),110,Grande,-68.8544567886,-32.873010119999996,6,Residencial Norte,2694682.37982,no,medio
39228,Fresno europeo,28/12/2010 10:22,Muy bajo (1 - 2 mts),8,Chico,-68.8542455889,-32.8720667921,6,Residencial Norte,2694682.37982,no,bajo
39229,Fresno europeo,28/12/2010 10:23,Medio (4 - 8 mts),65,Grande,-68.8542364906,-32.8720144832,6,Residencial Norte,2694682.37982,no,medio
39230,Fresno europeo,28/12/2010 10:25,Medio (4 - 8 mts),55,Mediano,-68.8542245669,-32.8719610692,6,Residencial Norte,2694682.37982,no,bajo
39231,Fresno europeo,30/12/2010 08:42,Alto (> 8 mts),130,Grande,-68.8542005921,-32.8718131832,6,Residencial Norte,2694682.37982,no,alto
39232,Morera,28/12/2010 14:04,Alto (> 8 mts),140,Grande,-68.8541920115,-32.871767818,6,Residencial Norte,2694682.37982,no,alto
39233,Fresno europeo,28/12/2010 14:08,Alto (> 8 mts),130,Grande,-68.8541833788,-32.8716889097,6,Residencial Norte,2694682.37982,no,alto
39234,Paraiso,28/12/2010 14:09,Alto (> 8 mts),160,Grande,-68.8541813013,-32.871652569,6,Residencial Norte,2694682.37982,no,alto
39236,Paraiso,29/12/2010 09:30,Medio (4 - 8 mts),50,Mediano,-68.8542826501,-32.8716063896,6,Residencial Norte,2694682.37982,no,bajo
39237,Morera,29/12/2010 09:38,Alto (> 8 mts),170,Grande,-68.8543859481,-32.8715795699,6,Residencial Norte,2694682.37982,no,alto
39239,Morera,29/12/2010 09:46,Alto (> 8 mts),220,Grande,-68.8545707639,-32.8715499019,6,Residencial Norte,2694682.37982,no,muy alto
39241,Morera,28/12/2010 09:35,Alto (> 8 mts),180,Grande,-68.854926783,-32.8715479177,6,Residencial Norte,2694682.37982,no,alto
39242,Paraiso,28/12/2010 09:36,Medio (4 - 8 mts),80,Grande,-68.8549114128,-32.8716061493,6,Residencial Norte,2694682.37982,no,medio
39243,Morera,28/12/2010 09:42,Medio (4 - 8 mts),70,Grande,-68.8549708638,-32.8717149473,6,Residencial Norte,2694682.37982,no,medio
39245,Morera,28/12/2010 09:48,Alto (> 8 mts),90,Grande,-68.8549930828,-32.8718275396,6,Residencial Norte,2694682.37982,no,medio
39246,Morera,28/12/2010 09:53,Alto (> 8 mts),90,Grande,-68.8550174509,-32.8718895143,6,Residencial Norte,2694682.37982,no,medio
39247,Morera,28/12/2010 09:54,Alto (> 8 mts),110,Grande,-68.8550458965,-32.8720065872,6,Residencial Norte,2694682.37982,no,medio
39248,Fresno europeo,28/12/2010 09:56,Medio (4 - 8 mts),95,Grande,-68.8549862107,-32.8721107539,6,Residencial Norte,2694682.37982,no,medio
39249,Paraiso,28/12/2010 10:02,Alto (> 8 mts),200,Grande,-68.8549314862,-32.8721209697,6,Residencial Norte,2694682.37982,no,alto
39251,Fresno europeo,28/12/2010 10:07,Medio (4 - 8 mts),89,Grande,-68.8547603669,-32.8721517894,6,Residencial Norte,2694682.37982,no,medio
39255,Fresno europeo,28/12/2010 10:17,Bajo (2 - 4 mts),50,Mediano,-68.8543671468,-32.8722213037,6,Residencial Norte,2694682.37982,no,bajo
39257,Morera,30/12/2010 09:05,Alto (> 8 mts),130,Grande,-68.8551905843,-32.8719917848,6,Residencial Norte,2694682.37982,no,alto
39258,Morera,30/12/2010 09:07,Alto (> 8 mts),170,Grande,-68.8551687224,-32.8719077234,6,Residencial Norte,2694682.37982,no,alto
39259,Morera,30/12/2010 09:10,Alto (> 8 mts),170,Grande,-68.8551535207,-32.8717980219,6,Residencial Norte,2694682.37982,si,alto
39260,Morera,30/12/2010 09:13,Medio (4 - 8 mts),150,Grande,-68.8551246781,-32.8717061888,6,Residencial Norte,2694682.37982,si,alto
39264,Paraiso,29/12/2010 10:06,Alto (> 8 mts),160,Grande,-68.8554342206,-32.8713975813,6,Residencial Norte,2694682.37982,no,alto
39267,Morera,29/12/2010 10:11,Alto (> 8 mts),55,Mediano,-68.8556631451,-32.8713662864,6,Residencial Norte,2694682.37982,no,bajo
39268,Morera,29/12/2010 10:12,Medio (4 - 8 mts),48,Mediano,-68.8557108166,-32.8713563326,6,Residencial Norte,2694682.37982,no,bajo
39269,Paraiso,29/12/2010 10:13,Medio (4 - 8 mts),77,Grande,-68.855747068,-32.8713475729,6,Residencial Norte,2694682.37982,no,medio
39271,Morera,29/12/2010 10:20,Medio (4 - 8 mts),65,Grande,-68.8558344208,-32.8714001513,6,Residencial Norte,2694682.37982,no,medio
39272,Morera,29/12/2010 10:32,Medio (4 - 8 mts),60,Mediano,-68.8558413817,-32.8714334138,6,Residencial Norte,2694682.37982,no,bajo
39274,Morera,29/12/2010 10:40,Alto (> 8 mts),120,Grande,-68.855867405,-32.8715880682,6,Residencial Norte,2694682.37982,no,medio
39275,Paraiso,29/12/2010 10:41,Alto (> 8 mts),210,Grande,-68.8558732467,-32.8716163845,6,Residencial Norte,2694682.37982,no,alto
39277,Prunas,29/12/2010 10:45,Medio (4 - 8 mts),40,Mediano,-68.8559061054,-32.8717735913,6,Residencial Norte,2694682.37982,no,bajo
39279,Morera,29/12/2010 10:56,Alto (> 8 mts),130,Grande,-68.8559109965,-32.8718545691,6,Residencial Norte,2694682.37982,no,alto
39280,Conifera,29/12/2010 10:57,Medio (4 - 8 mts),50,Mediano,-68.8558994276,-32.8719385035,6,Residencial Norte,2694682.37982,no,bajo
39281,Conifera,29/12/2010 11:00,Alto (> 8 mts),95,Grande,-68.855808384,-32.8719550385,6,Residencial Norte,2694682.37982,no,medio
39282,Paraiso,29/12/2010 11:01,Alto (> 8 mts),190,Grande,-68.8557525264,-32.8719642633,6,Residencial Norte,2694682.37982,no,alto
39284,Prunas,29/12/2010 11:04,Bajo (2 - 4 mts),30,Mediano,-68.8556115847,-32.8719956997,6,Residencial Norte,2694682.37982,no,bajo
39285,Paraiso,30/12/2010 08:45,Alto (> 8 mts),190,Grande,-68.8555206305,-32.8720103825,6,Residencial Norte,2694682.37982,no,alto
39286,Morera,30/12/2010 08:47,Alto (> 8 mts),70,Grande,-68.8554678348,-32.8720172645,6,Residencial Norte,2694682.37982,no,medio
39289,Conifera,30/12/2010 08:56,Bajo (2 - 4 mts),20,Chico,-68.8552635543,-32.8720488455,6,Residencial Norte,2694682.37982,no,bajo
39291,Morera,30/11/2010 09:43,Alto (> 8 mts),150,Grande,-68.85531711,-32.872592493,6,Residencial Norte,2694682.37982,no,alto
39292,Jacarand,30/11/2010 09:46,Muy bajo (1 - 2 mts),15,Chico,-68.8552820638,-32.872450945,6,Residencial Norte,2694682.37982,no,bajo
39293,Morera,30/11/2010 09:47,Alto (> 8 mts),180,Grande,-68.8552600685,-32.8723752674,6,Residencial Norte,2694682.37982,no,alto
39295,Fresno europeo,30/11/2010 10:02,Alto (> 8 mts),90,Grande,-68.8553110919,-32.8721538181,6,Residencial Norte,2694682.37982,no,medio
39296,Paraiso,30/11/2010 10:03,Alto (> 8 mts),160,Grande,-68.8554189136,-32.8721386662,6,Residencial Norte,2694682.37982,no,alto
39299,Paraiso,30/11/2010 10:13,Alto (> 8 mts),190,Grande,-68.8556717774,-32.8720925074,6,Residencial Norte,2694682.37982,no,alto
39300,Fresno europeo,30/11/2010 10:16,Bajo (2 - 4 mts),45,Mediano,-68.8557369439,-32.8720812943,6,Residencial Norte,2694682.37982,no,bajo
39304,Acacia SP,30/11/2010 10:47,Alto (> 8 mts),95,Grande,-68.8560280528,-32.8724159184,6,Residencial Norte,2694682.37982,si,medio
39305,Morera,30/11/2010 10:49,Alto (> 8 mts),140,Grande,-68.8560370769,-32.8724519966,6,Residencial Norte,2694682.37982,no,alto
39306,Fresno americano,30/11/2010 10:51,Alto (> 8 mts),210,Grande,-68.8560507728,-32.8725064747,6,Residencial Norte,2694682.37982,no,alto
39307,Fresno europeo,30/11/2010 11:03,Muy bajo (1 - 2 mts),2,Chico,-68.856063495,-32.8725683455,6,Residencial Norte,2694682.37982,no,bajo
39308,Morera,30/11/2010 11:06,Medio (4 - 8 mts),50,Mediano,-68.8560806852,-32.8726305822,6,Residencial Norte,2694682.37982,no,bajo
39309,Morera,30/11/2010 11:07,Alto (> 8 mts),110,Grande,-68.8560763262,-32.8726950483,6,Residencial Norte,2694682.37982,no,medio
39312,Prunas,30/11/2010 09:37,Muy bajo (1 - 2 mts),30,Mediano,-68.8553731815,-32.8727965797,6,Residencial Norte,2694682.37982,no,bajo
39313,Morera,30/12/2010 12:23,Alto (> 8 mts),150,Grande,-68.856057809,-32.8718444994,6,Residencial Norte,2694682.37982,no,alto
39314,Morera,30/12/2010 12:22,Alto (> 8 mts),120,Grande,-68.8560460066,-32.8717609862,6,Residencial Norte,2694682.37982,no,medio
39315,Morera,30/12/2010 12:20,Medio (4 - 8 mts),110,Grande,-68.8560375677,-32.8717284397,6,Residencial Norte,2694682.37982,no,medio
39319,Morera,30/12/2010 11:57,Alto (> 8 mts),90,Grande,-68.8559922315,-32.8715066086,6,Residencial Norte,2694682.37982,no,medio
39320,Morera,30/12/2010 11:56,Alto (> 8 mts),60,Mediano,-68.8559850346,-32.8714639502,6,Residencial Norte,2694682.37982,no,bajo
39322,Morera,30/12/2010 11:49,Medio (4 - 8 mts),80,Grande,-68.855968111,-32.8713572603,6,Residencial Norte,2694682.37982,no,medio
39323,Morera,30/12/2010 10:02,Medio (4 - 8 mts),90,Grande,-68.8560154272,-32.871302672,6,Residencial Norte,2694682.37982,no,medio
39325,Morera,30/12/2010 10:06,Medio (4 - 8 mts),70,Grande,-68.856140523,-32.8712804323,6,Residencial Norte,2694682.37982,no,medio
39328,Morera,30/12/2010 10:15,Alto (> 8 mts),180,Grande,-68.8563684373,-32.871236494,6,Residencial Norte,2694682.37982,si,alto
39329,Fresno americano,30/12/2010 10:17,Alto (> 8 mts),210,Grande,-68.8564101475,-32.8712291363,6,Residencial Norte,2694682.37982,no,alto
39330,Morera,30/12/2010 10:18,Alto (> 8 mts),185,Grande,-68.8564812657,-32.8712545159,6,Residencial Norte,2694682.37982,no,alto
39332,Morera,30/12/2010 10:25,Alto (> 8 mts),190,Grande,-68.8565085167,-32.8713846616,6,Residencial Norte,2694682.37982,no,alto
39334,Paraiso,30/12/2010 10:33,Alto (> 8 mts),170,Grande,-68.8565511496,-32.871583985,6,Residencial Norte,2694682.37982,no,alto
39337,Morera,30/12/2010 10:37,Medio (4 - 8 mts),150,Grande,-68.8565786838,-32.8717373948,6,Residencial Norte,2694682.37982,no,alto
39339,Prunas,30/12/2010 10:53,Medio (4 - 8 mts),60,Mediano,-68.8564710271,-32.8718396136,6,Residencial Norte,2694682.37982,no,bajo
39341,Morera,30/12/2010 10:50,Alto (> 8 mts),220,Grande,-68.8563648885,-32.8718615833,6,Residencial Norte,2694682.37982,no,muy alto
39342,Morera,30/12/2010 10:46,Muy bajo (1 - 2 mts),10,Chico,-68.8563067451,-32.8718717958,6,Residencial Norte,2694682.37982,no,bajo
39345,Morera,30/12/2010 10:40,Medio (4 - 8 mts),140,Grande,-68.8561305035,-32.8718990949,6,Residencial Norte,2694682.37982,no,alto
39346,Morera,01/12/2010 11:49,Alto (> 8 mts),120,Grande,-68.8562185797,-32.8726267084,6,Residencial Norte,2694682.37982,no,medio
39347,Acacia SP,01/12/2010 11:47,Alto (> 8 mts),90,Grande,-68.8562003833,-32.8725615599,6,Residencial Norte,2694682.37982,no,medio
39350,Fresno americano,01/12/2010 11:44,Alto (> 8 mts),80,Grande,-68.8561623482,-32.8723604384,6,Residencial Norte,2694682.37982,no,medio
39352,Prunas,01/12/2010 10:18,Bajo (2 - 4 mts),37,Mediano,-68.8561396465,-32.8722585208,6,Residencial Norte,2694682.37982,no,bajo
39353,Morera,01/12/2010 10:07,Alto (> 8 mts),140,Grande,-68.8561220252,-32.8721826879,6,Residencial Norte,2694682.37982,no,alto
39354,Morera,01/12/2010 10:05,Alto (> 8 mts),90,Grande,-68.8561152359,-32.8721562406,6,Residencial Norte,2694682.37982,no,medio
39355,Morera,01/12/2010 10:04,Alto (> 8 mts),80,Grande,-68.8561060065,-32.8721149324,6,Residencial Norte,2694682.37982,no,medio
39356,Morera,01/12/2010 09:59,Muy bajo (1 - 2 mts),4,Chico,-68.8560924315,-32.8720517982,6,Residencial Norte,2694682.37982,no,bajo
39360,Morera,01/12/2010 09:55,Alto (> 8 mts),110,Grande,-68.8563222415,-32.8719752371,6,Residencial Norte,2694682.37982,no,medio
39361,Morera,01/12/2010 09:50,Alto (> 8 mts),120,Grande,-68.8564828495,-32.8719454681,6,Residencial Norte,2694682.37982,no,medio
39362,Morera,01/12/2010 09:14,Alto (> 8 mts),90,Grande,-68.8565300627,-32.8719388677,6,Residencial Norte,2694682.37982,no,medio
39365,Olmo bola,01/12/2010 09:04,Alto (> 8 mts),80,Grande,-68.8566353126,-32.8720043612,6,Residencial Norte,2694682.37982,no,medio
39367,Fresno europeo,30/11/2010 12:27,Alto (> 8 mts),80,Grande,-68.8566873719,-32.8723222681,6,Residencial Norte,2694682.37982,no,medio
39368,Fresno europeo,30/11/2010 11:58,Muy bajo (1 - 2 mts),2,Chico,-68.856699539,-32.8723973932,6,Residencial Norte,2694682.37982,no,bajo
39369,Paraiso,30/11/2010 11:57,Muy bajo (1 - 2 mts),20,Chico,-68.856714192,-32.8724549381,6,Residencial Norte,2694682.37982,no,bajo
39370,Paraiso,30/11/2010 11:56,Medio (4 - 8 mts),80,Grande,-68.8567244847,-32.8724996739,6,Residencial Norte,2694682.37982,no,medio
39372,Morera,30/11/2010 11:50,Alto (> 8 mts),160,Grande,-68.8567172564,-32.8726091313,6,Residencial Norte,2694682.37982,no,alto
39373,Morera,30/11/2010 11:49,Alto (> 8 mts),180,Grande,-68.856666809,-32.8726173691,6,Residencial Norte,2694682.37982,no,alto
39374,Prunas,30/11/2010 11:46,Muy bajo (1 - 2 mts),10,Chico,-68.856627655,-32.872629489,6,Residencial Norte,2694682.37982,no,bajo
39375,Morera,30/11/2010 11:42,Bajo (2 - 4 mts),25,Mediano,-68.8565642278,-32.8726373485,6,Residencial Norte,2694682.37982,no,bajo
39377,Paraiso,30/11/2010 11:34,Medio (4 - 8 mts),65,Grande,-68.8563708489,-32.8726713116,6,Residencial Norte,2694682.37982,no,medio
39379,Morera,12/11/2010 11:23,Alto (> 8 mts),140,Grande,-68.8559900967,-32.8704780829,6,Residencial Norte,2694682.37982,no,alto
39380,Paraiso,12/11/2010 11:09,Medio (4 - 8 mts),110,Grande,-68.8562161557,-32.870498724,6,Residencial Norte,2694682.37982,no,medio
39382,Paraiso,12/11/2010 11:04,Medio (4 - 8 mts),92,Grande,-68.8563685274,-32.8704662153,6,Residencial Norte,2694682.37982,no,medio
39383,Paraiso,12/11/2010 11:02,Alto (> 8 mts),170,Grande,-68.8563562445,-32.8703969511,6,Residencial Norte,2694682.37982,no,alto
39385,Paraiso,12/11/2010 10:47,Alto (> 8 mts),100,Grande,-68.8563107152,-32.8701391043,6,Residencial Norte,2694682.37982,no,medio
39386,Paraiso,12/11/2010 10:42,Alto (> 8 mts),120,Grande,-68.8563076404,-32.870124313,6,Residencial Norte,2694682.37982,si,medio
39387,Paraiso,12/11/2010 10:41,Medio (4 - 8 mts),92,Grande,-68.8563028882,-32.8700895923,6,Residencial Norte,2694682.37982,no,medio
39388,Paraiso,12/11/2010 10:39,Alto (> 8 mts),150,Grande,-68.856295371,-32.8700467531,6,Residencial Norte,2694682.37982,no,alto
39392,Paraiso,12/11/2010 10:29,Alto (> 8 mts),170,Grande,-68.8562495935,-32.8697442721,6,Residencial Norte,2694682.37982,no,alto
39394,Morera,12/11/2010 10:21,Alto (> 8 mts),170,Grande,-68.856231717,-32.8696354793,6,Residencial Norte,2694682.37982,si,alto
39398,Paraiso,12/11/2010 10:14,Medio (4 - 8 mts),140,Grande,-68.8561845966,-32.8693675596,6,Residencial Norte,2694682.37982,si,alto
39399,Paraiso,12/11/2010 10:12,Alto (> 8 mts),160,Grande,-68.856175516,-32.869300463,6,Residencial Norte,2694682.37982,no,alto
39402,Morera,12/11/2010 13:41,Alto (> 8 mts),92,Grande,-68.8559454558,-32.8691784695,6,Residencial Norte,2694682.37982,no,medio
39403,Morera,12/11/2010 13:40,Alto (> 8 mts),147,Grande,-68.8558510095,-32.8691740326,6,Residencial Norte,2694682.37982,no,alto
39404,Morera,12/11/2010 13:39,Alto (> 8 mts),118,Grande,-68.8556652226,-32.8691607438,6,Residencial Norte,2694682.37982,no,medio
39408,Morera,12/11/2010 13:25,Alto (> 8 mts),122,Grande,-68.8556114782,-32.8694903414,6,Residencial Norte,2694682.37982,si,medio
39409,Morera,12/11/2010 13:23,Alto (> 8 mts),112,Grande,-68.8556173817,-32.8695396709,6,Residencial Norte,2694682.37982,no,medio
39410,Morera,12/11/2010 13:22,Alto (> 8 mts),240,Grande,-68.8556325358,-32.8696169636,6,Residencial Norte,2694682.37982,no,muy alto
39413,Paraiso,12/11/2010 12:43,Alto (> 8 mts),152,Grande,-68.8556533793,-32.8697438561,6,Residencial Norte,2694682.37982,no,alto
39414,Paraiso,12/11/2010 11:54,Alto (> 8 mts),150,Grande,-68.8556641313,-32.8698343085,6,Residencial Norte,2694682.37982,si,alto
39415,Fresno europeo,12/11/2010 11:50,Alto (> 8 mts),148,Grande,-68.8556777016,-32.8698999675,6,Residencial Norte,2694682.37982,no,alto
39419,Paraiso,12/11/2010 11:43,Alto (> 8 mts),170,Grande,-68.8557138689,-32.8701314743,6,Residencial Norte,2694682.37982,no,alto
39423,Paraiso,12/11/2010 11:30,Alto (> 8 mts),180,Grande,-68.8557612637,-32.8704239485,6,Residencial Norte,2694682.37982,no,alto
39425,Fresno europeo,11/11/2010 11:30,Medio (4 - 8 mts),60,Mediano,-68.855243667,-32.8704070011,6,Residencial Norte,2694682.37982,no,bajo
